"/Users/melkebir/Projects/CSO-new/data/gent/test1_4g.xml",3,3,501.05,501.05,489.000,489.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_4g.xml",3,4,372.18,372.18,363.000,363.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_4g.xml",4,4,247.95,247.95,242.000,242.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_4g.xml",4,5,260.87,260.87,256.000,256.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_4g.xml",4,6,284.11,284.11,281.000,281.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_4g.xml",4,7,294.54,294.54,291.000,291.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_4g.xml",4,8,303.71,303.71,300.000,300.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",3,3,501.05,501.05,489.000,489.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",3,4,372.18,372.18,363.000,363.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",4,4,247.95,247.95,242.000,242.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",4,5,260.87,260.87,256.000,256.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",5,5,242.20,242.20,237.000,237.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",4,6,284.11,284.11,281.000,281.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",5,6,252.36,252.36,247.000,247.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",4,7,294.54,294.54,291.000,291.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",5,7,241.44,241.44,238.000,238.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",4,8,303.71,303.71,300.000,300.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_5g.xml",5,8,244.88,244.88,241.000,241.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_6g.xml",3,3,501.05,501.05,489.000,489.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_6g.xml",3,4,372.18,372.18,363.000,363.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_6g.xml",4,4,247.95,247.95,242.000,242.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_6g.xml",4,5,260.87,260.87,256.000,256.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_6g.xml",5,5,242.20,242.20,237.000,237.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_6g.xml",4,6,284.11,284.11,281.000,281.000
"/Users/melkebir/Projects/CSO-new/data/gent/test1_6g.xml",5,6,252.36,252.36,247.000,247.000
